subject,id,trial,stream,freq,amp,conj
9,AE09,23,eyelink,0.01,9,0.393800391815212
9,AE09,23,adhawk,0.01,9,0.381162018444359
9,AE09,23,target,0.01,9,0
9,AE09,24,eyelink,0.01,9,0.392069755183482
9,AE09,24,adhawk,0.01,9,0.710525492131908
9,AE09,24,target,0.01,9,0
9,AE09,25,eyelink,0.1,-9,-0.196793447524128
9,AE09,25,adhawk,0.1,-9,0.139261293229408
9,AE09,25,target,0.1,-9,0
9,AE09,26,eyelink,0.01,-9,-0.0652149117729309
9,AE09,26,adhawk,0.01,-9,0.763980812888147
9,AE09,26,target,0.01,-9,0
9,AE09,27,eyelink,0.2,-9,0.49978026893708
9,AE09,27,adhawk,0.2,-9,1.12584285262679
9,AE09,27,target,0.2,-9,0
9,AE09,28,eyelink,0.1,-9,0.095326980789556
9,AE09,28,adhawk,0.1,-9,0.476142791370376
9,AE09,28,target,0.1,-9,0
9,AE09,29,eyelink,0.1,-9,0.281438692743059
9,AE09,29,adhawk,0.1,-9,0.247654274210634
9,AE09,29,target,0.1,-9,0
9,AE09,30,eyelink,0.2,9,-0.352731979104683
9,AE09,30,adhawk,0.2,9,-0.591659292604702
9,AE09,30,target,0.2,9,0
10,AE10,1,eyelink,0.2,-9,-0.212184065708945
10,AE10,1,adhawk,0.2,-9,-0.183589243370482
10,AE10,1,target,0.2,-9,0
10,AE10,2,eyelink,0.1,-9,0.212097375127129
10,AE10,2,adhawk,0.1,-9,1.03346410542224
10,AE10,2,target,0.1,-9,0
10,AE10,3,eyelink,0.1,-9,0.155473622477326
10,AE10,3,adhawk,0.1,-9,0.428861963844434
10,AE10,3,target,0.1,-9,0
10,AE10,4,eyelink,0.2,9,-0.0393530858121579
10,AE10,4,adhawk,0.2,9,0.498439715698068
10,AE10,4,target,0.2,9,0
10,AE10,5,eyelink,0.01,9,-0.20844024585382
10,AE10,5,adhawk,0.01,9,-0.573283135910627
10,AE10,5,target,0.01,9,0
10,AE10,6,eyelink,0.1,9,-0.43473997119877
10,AE10,6,adhawk,0.1,9,-1.41923479821623
10,AE10,6,target,0.1,9,0
10,AE10,7,eyelink,0.01,-9,-0.103106666071979
10,AE10,7,adhawk,0.01,-9,0.822532228289116
10,AE10,7,target,0.01,-9,0
10,AE10,8,eyelink,0.2,9,-0.217804312113107
10,AE10,8,adhawk,0.2,9,-0.751155394920443
10,AE10,8,target,0.2,9,0
10,AE10,9,eyelink,0.1,9,0.156385426747141
10,AE10,9,adhawk,0.1,9,-0.589177841592531
10,AE10,9,target,0.1,9,0
10,AE10,10,eyelink,0.01,9,0.0365922307595886
10,AE10,10,adhawk,0.01,9,0.6596983393739
10,AE10,10,target,0.01,9,0
10,AE10,11,eyelink,0.01,-9,0.464863730303369
10,AE10,11,adhawk,0.01,-9,0.569729548636074
10,AE10,11,target,0.01,-9,0
10,AE10,12,eyelink,0.2,9,-0.0916262821613044
10,AE10,12,adhawk,0.2,9,1.59428060557863
10,AE10,12,target,0.2,9,0
10,AE10,13,eyelink,0.01,9,-0.053463127186642
10,AE10,13,adhawk,0.01,9,-0.615572202349728
10,AE10,13,target,0.01,9,0
10,AE10,14,eyelink,0.2,-9,-0.909822817516686
10,AE10,14,adhawk,0.2,-9,-0.346674904070045
10,AE10,14,target,0.2,-9,0
10,AE10,15,eyelink,0.1,9,-0.286018806581847
10,AE10,15,adhawk,0.1,9,-0.478668605802773
10,AE10,15,target,0.1,9,0
10,AE10,16,eyelink,0.2,9,-0.331662369657196
10,AE10,16,adhawk,0.2,9,-0.971610271853241
10,AE10,16,target,0.2,9,0
10,AE10,17,eyelink,0.1,9,-0.980597908524657
10,AE10,17,adhawk,0.1,9,0.532055490366165
10,AE10,17,target,0.1,9,0
10,AE10,18,eyelink,0.1,9,-0.51431725716311
10,AE10,18,adhawk,0.1,9,0.592556603784005
10,AE10,18,target,0.1,9,0
10,AE10,19,eyelink,0.2,-9,0.393186651681028
10,AE10,19,adhawk,0.2,-9,1.07655456768427
10,AE10,19,target,0.2,-9,0
10,AE10,20,eyelink,0.01,-9,0.252508542686322
10,AE10,20,adhawk,0.01,-9,0.105678107579165
10,AE10,20,target,0.01,-9,0
10,AE10,21,eyelink,0.01,-9,-0.153661670389921
10,AE10,21,adhawk,0.01,-9,0.535957792864033
10,AE10,21,target,0.01,-9,0
10,AE10,22,eyelink,0.2,-9,-0.293131848929742
10,AE10,22,adhawk,0.2,-9,-0.79449574598227
10,AE10,22,target,0.2,-9,0
10,AE10,23,eyelink,0.01,9,-1.08446184319722
10,AE10,23,adhawk,0.01,9,0.488106574476959
10,AE10,23,target,0.01,9,0
10,AE10,24,eyelink,0.01,9,0.00450369692701326
10,AE10,24,adhawk,0.01,9,-0.479319408513272
10,AE10,24,target,0.01,9,0
10,AE10,25,eyelink,0.1,-9,-0.139310567499472
10,AE10,25,adhawk,0.1,-9,-1.93534609954725
10,AE10,25,target,0.1,-9,0
10,AE10,26,eyelink,0.01,-9,-0.370347857860847
10,AE10,26,adhawk,0.01,-9,0.138830042354629
10,AE10,26,target,0.01,-9,0
10,AE10,27,eyelink,0.2,-9,-0.132892017175311
10,AE10,27,adhawk,0.2,-9,0.262423802389718
10,AE10,27,target,0.2,-9,0
10,AE10,28,eyelink,0.1,-9,-0.476922508027229
10,AE10,28,adhawk,0.1,-9,0.577548172334288
10,AE10,28,target,0.1,-9,0
10,AE10,29,eyelink,0.1,-9,-0.412016583077635
10,AE10,29,adhawk,0.1,-9,-0.552753951568269
10,AE10,29,target,0.1,-9,0
10,AE10,30,eyelink,0.2,9,-0.219143844721069
10,AE10,30,adhawk,0.2,9,-0.925669782642476
10,AE10,30,target,0.2,9,0
11,AE11,1,eyelink,0.2,-9,-0.291978768604652
11,AE11,1,adhawk,0.2,-9,-0.492176059076073
11,AE11,1,target,0.2,-9,0
11,AE11,2,eyelink,0.1,-9,-0.533402078553592
11,AE11,2,adhawk,0.1,-9,-0.105394625203031
11,AE11,2,target,0.1,-9,0
11,AE11,3,eyelink,0.1,-9,-0.351869359957348
11,AE11,3,adhawk,0.1,-9,0.1985039348917
11,AE11,3,target,0.1,-9,0
11,AE11,4,eyelink,0.2,9,-0.138787159648005
11,AE11,4,adhawk,0.2,9,-0.0826325273049882
11,AE11,4,target,0.2,9,0
11,AE11,5,eyelink,0.01,9,-0.3334587038236
11,AE11,5,adhawk,0.01,9,0.255252275508334
11,AE11,5,target,0.01,9,0
11,AE11,6,eyelink,0.1,9,-0.0621340690102947
11,AE11,6,adhawk,0.1,9,0.0564857315136102
11,AE11,6,target,0.1,9,0
11,AE11,7,eyelink,0.01,-9,0.0924600586967823
11,AE11,7,adhawk,0.01,-9,-0.0845633943642245
11,AE11,7,target,0.01,-9,0
11,AE11,8,eyelink,0.2,9,-0.362570882687347
11,AE11,8,adhawk,0.2,9,0.543536043950237
11,AE11,8,target,0.2,9,0
11,AE11,9,eyelink,0.1,9,0.0308566417345625
11,AE11,9,adhawk,0.1,9,0.0272707991536702
11,AE11,9,target,0.1,9,0
11,AE11,10,eyelink,0.01,9,-0.285076163023972
11,AE11,10,adhawk,0.01,9,-0.179574775589835
11,AE11,10,target,0.01,9,0
11,AE11,11,eyelink,0.01,-9,-0.109141881712349
11,AE11,11,adhawk,0.01,-9,0.610358833766289
11,AE11,11,target,0.01,-9,0
11,AE11,12,eyelink,0.2,9,-0.175802003810942
11,AE11,12,adhawk,0.2,9,1.2007479837139
11,AE11,12,target,0.2,9,0
11,AE11,13,eyelink,0.01,9,-0.169888122463608
11,AE11,13,adhawk,0.01,9,0.310870721989072
11,AE11,13,target,0.01,9,0
11,AE11,14,eyelink,0.2,-9,-0.0840591516994262
11,AE11,14,adhawk,0.2,-9,0.00863026690633195
11,AE11,14,target,0.2,-9,0
11,AE11,15,eyelink,0.1,9,-0.114620436344882
11,AE11,15,adhawk,0.1,9,0.625131291407466
11,AE11,15,target,0.1,9,0
11,AE11,16,eyelink,0.2,9,-0.286744330762136
11,AE11,16,adhawk,0.2,9,1.13357207136709
11,AE11,16,target,0.2,9,0
11,AE11,17,eyelink,0.1,9,-0.470568572142269
11,AE11,17,adhawk,0.1,9,0.290269485316602
11,AE11,17,target,0.1,9,0
11,AE11,18,eyelink,0.1,9,-0.0665318891708111
11,AE11,18,adhawk,0.1,9,0.0915113374318287
11,AE11,18,target,0.1,9,0
11,AE11,19,eyelink,0.2,-9,-0.123988251682292
11,AE11,19,adhawk,0.2,-9,0.384690260139077
11,AE11,19,target,0.2,-9,0
11,AE11,20,eyelink,0.01,-9,-0.458897456746649
11,AE11,20,adhawk,0.01,-9,-1.27360052193575
11,AE11,20,target,0.01,-9,0
11,AE11,21,eyelink,0.01,-9,-0.22362373804501
11,AE11,21,adhawk,0.01,-9,0.457071930412649
11,AE11,21,target,0.01,-9,0
11,AE11,22,eyelink,0.2,-9,0.151995249695649
11,AE11,22,adhawk,0.2,-9,0.773822189343582
11,AE11,22,target,0.2,-9,0
11,AE11,23,eyelink,0.01,9,-0.0565033142289074
11,AE11,23,adhawk,0.01,9,0.0298659382727706
11,AE11,23,target,0.01,9,0
11,AE11,24,eyelink,0.01,9,0.118349245740902
11,AE11,24,adhawk,0.01,9,-0.166373656906992
11,AE11,24,target,0.01,9,0
11,AE11,25,eyelink,0.1,-9,0.0676834761582181
11,AE11,25,adhawk,0.1,-9,0.848994104860018
11,AE11,25,target,0.1,-9,0
11,AE11,26,eyelink,0.01,-9,-0.642082762822878
11,AE11,26,adhawk,0.01,-9,-0.733589348000532
11,AE11,26,target,0.01,-9,0
11,AE11,27,eyelink,0.2,-9,-0.196670126534552
11,AE11,27,adhawk,0.2,-9,0.422864042940397
11,AE11,27,target,0.2,-9,0
11,AE11,28,eyelink,0.1,-9,0.0600494361787249
11,AE11,28,adhawk,0.1,-9,0.237093470858708
11,AE11,28,target,0.1,-9,0
11,AE11,29,eyelink,0.1,-9,-0.216052790244733
11,AE11,29,adhawk,0.1,-9,-0.0631272819029487
11,AE11,29,target,0.1,-9,0
11,AE11,30,eyelink,0.2,9,-0.441518828303251
11,AE11,30,adhawk,0.2,9,-0.132080517655264
11,AE11,30,target,0.2,9,0
12,AE12,1,eyelink,0.2,-9,1.35633261204267
12,AE12,1,adhawk,0.2,-9,-0.0121500914850647
12,AE12,1,target,0.2,-9,0
12,AE12,2,eyelink,0.1,-9,0.137589922401481
12,AE12,2,adhawk,0.1,-9,-1.17063188122238
12,AE12,2,target,0.1,-9,0
12,AE12,3,eyelink,0.1,-9,0.226732125449502
12,AE12,3,adhawk,0.1,-9,-0.903326669661097
12,AE12,3,target,0.1,-9,0
12,AE12,4,eyelink,0.2,9,0.160957265104003
12,AE12,4,adhawk,0.2,9,-0.359143335810912
12,AE12,4,target,0.2,9,0
12,AE12,5,eyelink,0.01,9,0.564193298870348
12,AE12,5,adhawk,0.01,9,-1.60895530000972
12,AE12,5,target,0.01,9,0
12,AE12,6,eyelink,0.1,9,0.420303823323098
12,AE12,6,adhawk,0.1,9,1.1964690054816
12,AE12,6,target,0.1,9,0
12,AE12,7,eyelink,0.01,-9,-0.0112295345541376
12,AE12,7,adhawk,0.01,-9,-2.08260789498935
12,AE12,7,target,0.01,-9,0
12,AE12,8,eyelink,0.2,9,0.0264272048577418
12,AE12,8,adhawk,0.2,9,-0.725986439221106
12,AE12,8,target,0.2,9,0
12,AE12,9,eyelink,0.1,9,1.70881359260606
12,AE12,9,adhawk,0.1,9,-0.182284012377109
12,AE12,9,target,0.1,9,0
12,AE12,10,eyelink,0.01,9,0.649340478381372
12,AE12,10,adhawk,0.01,9,0.703520258948181
12,AE12,10,target,0.01,9,0
12,AE12,11,eyelink,0.01,-9,-0.349672335973552
12,AE12,11,adhawk,0.01,-9,-0.322718526029124
12,AE12,11,target,0.01,-9,0
12,AE12,12,eyelink,0.2,9,-0.0228910195907072
12,AE12,12,adhawk,0.2,9,0.517995558099174
12,AE12,12,target,0.2,9,0
12,AE12,13,eyelink,0.01,9,0.485639115388722
12,AE12,13,adhawk,0.01,9,-0.138141270218957
12,AE12,13,target,0.01,9,0
12,AE12,14,eyelink,0.2,-9,0.301238864021007
12,AE12,14,adhawk,0.2,-9,-2.38564061723722
12,AE12,14,target,0.2,-9,0
12,AE12,15,eyelink,0.1,9,0.535865829404181
12,AE12,15,adhawk,0.1,9,0.163320542679627
12,AE12,15,target,0.1,9,0
12,AE12,16,eyelink,0.2,9,-0.22810929559355
12,AE12,16,adhawk,0.2,9,-1.67988906798228
12,AE12,16,target,0.2,9,0
12,AE12,17,eyelink,0.1,9,0.536853150340179
12,AE12,17,adhawk,0.1,9,0.26435775715269
12,AE12,17,target,0.1,9,0
12,AE12,18,eyelink,0.1,9,0.41360830393169
12,AE12,18,adhawk,0.1,9,1.44329566715601
12,AE12,18,target,0.1,9,0
12,AE12,19,eyelink,0.2,-9,0.140444965927527
12,AE12,19,adhawk,0.2,-9,-0.531463511405347
12,AE12,19,target,0.2,-9,0
12,AE12,20,eyelink,0.01,-9,0.192857244976215
12,AE12,20,adhawk,0.01,-9,1.15800315632171
12,AE12,20,target,0.01,-9,0
12,AE12,21,eyelink,0.01,-9,0.0468299941498419
12,AE12,21,adhawk,0.01,-9,0.534041551502461
12,AE12,21,target,0.01,-9,0
12,AE12,22,eyelink,0.2,-9,0.186668047509735
12,AE12,22,adhawk,0.2,-9,1.10568560215977
12,AE12,22,target,0.2,-9,0
12,AE12,23,eyelink,0.01,9,0.288021384668658
12,AE12,23,adhawk,0.01,9,0.26881168906977
12,AE12,23,target,0.01,9,0
12,AE12,24,eyelink,0.01,9,0.470989294965875
12,AE12,24,adhawk,0.01,9,-0.760679690632552
12,AE12,24,target,0.01,9,0
12,AE12,25,eyelink,0.1,-9,0.142412486885894
12,AE12,25,adhawk,0.1,-9,0.0369581818552225
12,AE12,25,target,0.1,-9,0
12,AE12,26,eyelink,0.01,-9,0.316369675184032
12,AE12,26,adhawk,0.01,-9,1.01951164757618
12,AE12,26,target,0.01,-9,0
12,AE12,27,eyelink,0.2,-9,0.314348867986925
12,AE12,27,adhawk,0.2,-9,-0.641536572657142
12,AE12,27,target,0.2,-9,0
12,AE12,28,eyelink,0.1,-9,-0.0787476660614107
12,AE12,28,adhawk,0.1,-9,-2.14868652900753
12,AE12,28,target,0.1,-9,0
12,AE12,29,eyelink,0.1,-9,-0.238521593693377
12,AE12,29,adhawk,0.1,-9,-2.10139756351852
12,AE12,29,target,0.1,-9,0
12,AE12,30,eyelink,0.2,9,0.144793694362388
12,AE12,30,adhawk,0.2,9,0.759618198245801
12,AE12,30,target,0.2,9,0
13,AE13,1,eyelink,0.2,-9,-0.284352771225791
13,AE13,1,adhawk,0.2,-9,-0.280010346003228
13,AE13,1,target,0.2,-9,0
13,AE13,2,eyelink,0.1,-9,-0.19370117076242
13,AE13,2,adhawk,0.1,-9,-0.450357373575436
13,AE13,2,target,0.1,-9,0
13,AE13,3,eyelink,0.1,-9,-0.186197083509629
13,AE13,3,adhawk,0.1,-9,-0.509251809763047
13,AE13,3,target,0.1,-9,0
13,AE13,4,eyelink,0.2,9,-0.346326555381198
13,AE13,4,adhawk,0.2,9,-0.0900340851936508
13,AE13,4,target,0.2,9,0
13,AE13,5,eyelink,0.01,9,0.0826745621286747
13,AE13,5,adhawk,0.01,9,1.02729916651521
13,AE13,5,target,0.01,9,0
13,AE13,6,eyelink,0.1,9,-0.176358225378213
13,AE13,6,adhawk,0.1,9,1.70086669658364
13,AE13,6,target,0.1,9,0
13,AE13,7,eyelink,0.01,-9,-0.107380089747891
13,AE13,7,adhawk,0.01,-9,0.543192176728374
13,AE13,7,target,0.01,-9,0
13,AE13,8,eyelink,0.2,9,-0.474095348712951
13,AE13,8,adhawk,0.2,9,-0.369890330797661
13,AE13,8,target,0.2,9,0
13,AE13,9,eyelink,0.1,9,-0.234541049253361
13,AE13,9,adhawk,0.1,9,-0.00500397576231354
13,AE13,9,target,0.1,9,0
13,AE13,10,eyelink,0.01,9,0.0199615105460538
13,AE13,10,adhawk,0.01,9,0.705559795809206
13,AE13,10,target,0.01,9,0
13,AE13,11,eyelink,0.01,-9,0.107572791032578
13,AE13,11,adhawk,0.01,-9,0.69557520474649
13,AE13,11,target,0.01,-9,0
13,AE13,12,eyelink,0.2,9,-0.105814854307705
13,AE13,12,adhawk,0.2,9,0.673504423250516
13,AE13,12,target,0.2,9,0
13,AE13,13,eyelink,0.01,9,-0.166842109554395
13,AE13,13,adhawk,0.01,9,0.416187456046437
13,AE13,13,target,0.01,9,0
13,AE13,14,eyelink,0.2,-9,0.00514908795744856
13,AE13,14,adhawk,0.2,-9,0.680937276552062
13,AE13,14,target,0.2,-9,0
13,AE13,15,eyelink,0.1,9,-0.0591374917871446
13,AE13,15,adhawk,0.1,9,2.04399867323428
13,AE13,15,target,0.1,9,0
13,AE13,16,eyelink,0.2,9,-0.0192756173681989
13,AE13,16,adhawk,0.2,9,0.413248437389411
13,AE13,16,target,0.2,9,0
13,AE13,17,eyelink,0.1,9,-0.0730289353271502
13,AE13,17,adhawk,0.1,9,1.41579338182838
13,AE13,17,target,0.1,9,0
13,AE13,18,eyelink,0.1,9,-0.0479405872569129
13,AE13,18,adhawk,0.1,9,0.903108024815866
13,AE13,18,target,0.1,9,0
13,AE13,19,eyelink,0.2,-9,-0.273722887735159
13,AE13,19,adhawk,0.2,-9,0.894722771285576
13,AE13,19,target,0.2,-9,0
13,AE13,20,eyelink,0.01,-9,0.237829212862118
13,AE13,20,adhawk,0.01,-9,0.468753391944886
13,AE13,20,target,0.01,-9,0
13,AE13,21,eyelink,0.01,-9,-0.166098347524899
13,AE13,21,adhawk,0.01,-9,54.8786419326401
13,AE13,21,target,0.01,-9,0
13,AE13,22,eyelink,0.2,-9,0.580529814909879
13,AE13,22,adhawk,0.2,-9,11.4324172589389
13,AE13,22,target,0.2,-9,0
13,AE13,23,eyelink,0.01,9,0.031112889970765
13,AE13,23,adhawk,0.01,9,-1.5657715166456e-05
13,AE13,23,target,0.01,9,0
13,AE13,24,eyelink,0.01,9,-0.243317280865697
13,AE13,24,adhawk,0.01,9,-37.7745694390991
13,AE13,24,target,0.01,9,0
13,AE13,25,eyelink,0.1,-9,-0.0670776801191515
13,AE13,25,adhawk,0.1,-9,-0.762419092362979
13,AE13,25,target,0.1,-9,0
13,AE13,26,eyelink,0.01,-9,-0.221093168861944
13,AE13,26,adhawk,0.01,-9,0.408455732917153
13,AE13,26,target,0.01,-9,0
13,AE13,27,eyelink,0.2,-9,-0.212209189939219
13,AE13,27,adhawk,0.2,-9,-0.271334053103986
13,AE13,27,target,0.2,-9,0
13,AE13,28,eyelink,0.1,-9,-0.0181063043676326
13,AE13,28,adhawk,0.1,-9,1.26874102299046
13,AE13,28,target,0.1,-9,0
13,AE13,29,eyelink,0.1,-9,0.0373444053300722
13,AE13,29,adhawk,0.1,-9,0.130952741108052
13,AE13,29,target,0.1,-9,0
13,AE13,30,eyelink,0.2,9,-0.347979825769119
13,AE13,30,adhawk,0.2,9,0.148309414817375
13,AE13,30,target,0.2,9,0
